id,sample_date,location,min_temp,max_temp,avg_temp
284,2025-02-21,"Winnipeg, MB",-17.2,-7.1,-12.1
285,2025-02-22,"Winnipeg, MB",-8.5,-5.2,-6.9
286,2025-02-23,"Winnipeg, MB",-10.2,3.8,-3.2
287,2025-02-24,"Winnipeg, MB",-1.8,3.7,0.9
288,2025-02-25,"Winnipeg, MB",-3.6,2.6,-0.5
289,2025-02-26,"Winnipeg, MB",-5.5,1.9,-1.8
290,2025-02-27,"Winnipeg, MB",-8.2,2.9,-2.6
291,2025-02-28,"Winnipeg, MB",-18.3,3.1,-7.6
233,2025-03-01,"Winnipeg, MB",-21.6,-7.7,-14.7
234,2025-03-02,"Winnipeg, MB",-9.4,2.8,-3.3
235,2025-03-03,"Winnipeg, MB",-4.7,4.6,-0.1
236,2025-03-04,"Winnipeg, MB",-10.1,-0.7,-5.4
237,2025-03-05,"Winnipeg, MB",-14.7,-0.8,-7.7
238,2025-03-06,"Winnipeg, MB",-10.6,-1.0,-5.8
239,2025-03-07,"Winnipeg, MB",-16.1,-1.8,-8.9
240,2025-03-08,"Winnipeg, MB",-7.1,4.7,-1.2
241,2025-03-09,"Winnipeg, MB",-0.8,4.7,1.9
242,2025-03-10,"Winnipeg, MB",-16.6,-0.1,-8.3
243,2025-03-11,"Winnipeg, MB",-18.6,-7.3,-12.9
244,2025-03-12,"Winnipeg, MB",-9.9,2.1,-3.9
245,2025-03-13,"Winnipeg, MB",-5.7,3.0,-1.3
246,2025-03-14,"Winnipeg, MB",-6.5,4.7,-0.9
247,2025-03-15,"Winnipeg, MB",-11.1,-6.4,-8.8
248,2025-03-16,"Winnipeg, MB",-15.3,-4.5,-9.9
249,2025-03-17,"Winnipeg, MB",-8.0,0.3,-3.9
250,2025-03-18,"Winnipeg, MB",-7.3,1.1,-3.1
251,2025-03-19,"Winnipeg, MB",-8.1,2.7,-2.7
252,2025-03-20,"Winnipeg, MB",-7.0,7.7,0.4
253,2025-03-21,"Winnipeg, MB",-14.3,-4.8,-9.6
254,2025-03-22,"Winnipeg, MB",-15.6,-2.1,-8.8
255,2025-03-23,"Winnipeg, MB",-10.5,0.3,-5.1
256,2025-03-24,"Winnipeg, MB",-12.3,5.8,-3.3
257,2025-03-25,"Winnipeg, MB",-7.0,9.0,1.0
258,2025-03-26,"Winnipeg, MB",-3.2,11.7,4.2
259,2025-03-27,"Winnipeg, MB",-7.3,0.0,-3.6
260,2025-03-28,"Winnipeg, MB",-5.1,-2.3,-3.7
261,2025-03-29,"Winnipeg, MB",-8.2,-2.0,-5.1
262,2025-03-30,"Winnipeg, MB",-11.6,-0.6,-6.1
263,2025-03-31,"Winnipeg, MB",-14.8,0.6,-7.1
203,2025-04-01,"Winnipeg, MB",-7.1,3.9,-1.6
204,2025-04-02,"Winnipeg, MB",-0.3,1.7,0.7
205,2025-04-03,"Winnipeg, MB",-1.8,3.9,1.1
206,2025-04-04,"Winnipeg, MB",-4.5,1.3,-1.6
207,2025-04-05,"Winnipeg, MB",-5.9,5.3,-0.3
208,2025-04-06,"Winnipeg, MB",-6.6,1.6,-2.5
209,2025-04-07,"Winnipeg, MB",-9.2,0.0,-4.6
210,2025-04-08,"Winnipeg, MB",-6.3,7.9,0.8
211,2025-04-09,"Winnipeg, MB",0.8,6.7,3.8
212,2025-04-10,"Winnipeg, MB",-0.9,8.7,3.9
213,2025-04-11,"Winnipeg, MB",-2.7,15.6,6.5
214,2025-04-12,"Winnipeg, MB",2.7,17.3,10.0
215,2025-04-13,"Winnipeg, MB",0.7,8.1,4.4
216,2025-04-14,"Winnipeg, MB",-2.2,6.8,2.3
217,2025-04-15,"Winnipeg, MB",-3.1,9.2,3.0
218,2025-04-16,"Winnipeg, MB",M,M,M
219,2025-04-17,"Winnipeg, MB",M,M,M
220,2025-04-18,"Winnipeg, MB",-2.7,4.4,0.9
221,2025-04-19,"Winnipeg, MB",-3.2,10.6,3.7
222,2025-04-20,"Winnipeg, MB",2.9,20.5,11.7
223,2025-04-21,"Winnipeg, MB",5.8,15.1,10.4
224,2025-04-22,"Winnipeg, MB",4.2,9.2,6.7
225,2025-04-23,"Winnipeg, MB",-0.2,12.4,6.1
226,2025-04-24,"Winnipeg, MB",-3.4,16.4,6.5
227,2025-04-25,"Winnipeg, MB",-1.0,17.8,8.4
228,2025-04-26,"Winnipeg, MB",-0.6,20.0,9.7
229,2025-04-27,"Winnipeg, MB",3.8,13.8,8.8
230,2025-04-28,"Winnipeg, MB",-2.9,6.7,1.9
231,2025-04-29,"Winnipeg, MB",-9.6,11.3,0.9
232,2025-04-30,"Winnipeg, MB",4.4,19.7,12.1
172,2025-05-01,"Winnipeg, MB",M,M,M
173,2025-05-02,"Winnipeg, MB",-0.4,14.2,6.9
174,2025-05-03,"Winnipeg, MB",7.8,22.5,15.2
175,2025-05-04,"Winnipeg, MB",5.9,29.9,17.9
176,2025-05-05,"Winnipeg, MB",10.0,29.5,19.7
177,2025-05-06,"Winnipeg, MB",-0.1,17.8,8.9
178,2025-05-07,"Winnipeg, MB",-0.9,19.9,9.5
179,2025-05-08,"Winnipeg, MB",10.2,27.0,18.6
180,2025-05-09,"Winnipeg, MB",6.3,19.7,13.0
181,2025-05-10,"Winnipeg, MB",2.9,25.8,14.4
182,2025-05-11,"Winnipeg, MB",14.6,31.5,23.1
183,2025-05-12,"Winnipeg, MB",19.2,35.6,27.4
184,2025-05-13,"Winnipeg, MB",16.6,37.0,26.8
185,2025-05-14,"Winnipeg, MB",8.7,20.7,14.7
186,2025-05-15,"Winnipeg, MB",8.7,25.6,17.2
187,2025-05-16,"Winnipeg, MB",2.3,13.8,8.0
188,2025-05-17,"Winnipeg, MB",1.4,6.4,3.9
189,2025-05-18,"Winnipeg, MB",2.0,11.9,7.0
190,2025-05-19,"Winnipeg, MB",2.0,17.2,9.6
191,2025-05-20,"Winnipeg, MB",8.2,16.4,12.3
192,2025-05-21,"Winnipeg, MB",7.0,21.6,14.3
193,2025-05-22,"Winnipeg, MB",3.3,21.6,12.4
194,2025-05-23,"Winnipeg, MB",5.3,20.8,13.0
195,2025-05-24,"Winnipeg, MB",1.3,21.9,11.6
196,2025-05-25,"Winnipeg, MB",1.8,23.3,12.6
197,2025-05-26,"Winnipeg, MB",4.4,25.6,15.0
198,2025-05-27,"Winnipeg, MB",10.2,26.5,18.3
199,2025-05-28,"Winnipeg, MB",9.1,26.2,17.6
200,2025-05-29,"Winnipeg, MB",9.7,27.1,18.4
201,2025-05-30,"Winnipeg, MB",10.8,30.1,20.4
202,2025-05-31,"Winnipeg, MB",9.5,31.1,20.3
142,2025-06-01,"Winnipeg, MB",14.5,33.7,24.1
143,2025-06-02,"Winnipeg, MB",12.6,20.6,16.6
144,2025-06-03,"Winnipeg, MB",M,M,M
145,2025-06-04,"Winnipeg, MB",M,M,M
146,2025-06-05,"Winnipeg, MB",4.4,20.6,12.5
147,2025-06-06,"Winnipeg, MB",8.3,26.8,17.6
148,2025-06-07,"Winnipeg, MB",11.0,25.6,18.3
149,2025-06-08,"Winnipeg, MB",9.3,16.2,12.8
150,2025-06-09,"Winnipeg, MB",8.3,14.2,11.3
151,2025-06-10,"Winnipeg, MB",6.1,25.1,15.6
152,2025-06-11,"Winnipeg, MB",6.9,23.3,15.1
153,2025-06-12,"Winnipeg, MB",8.1,24.2,16.1
154,2025-06-13,"Winnipeg, MB",8.9,25.8,17.3
155,2025-06-14,"Winnipeg, MB",11.0,26.1,18.5
156,2025-06-15,"Winnipeg, MB",11.0,27.3,19.1
157,2025-06-16,"Winnipeg, MB",12.5,25.4,19.0
158,2025-06-17,"Winnipeg, MB",10.8,25.1,17.9
159,2025-06-18,"Winnipeg, MB",14.0,27.3,20.7
160,2025-06-19,"Winnipeg, MB",12.2,26.4,19.3
161,2025-06-20,"Winnipeg, MB",14.2,31.0,22.6
162,2025-06-21,"Winnipeg, MB",18.2,26.3,22.2
163,2025-06-22,"Winnipeg, MB",11.9,18.2,15.1
164,2025-06-23,"Winnipeg, MB",M,M,M
165,2025-06-24,"Winnipeg, MB",4.1,26.6,15.4
166,2025-06-25,"Winnipeg, MB",10.5,23.0,16.7
167,2025-06-26,"Winnipeg, MB",15.6,26.9,21.3
168,2025-06-27,"Winnipeg, MB",11.6,26.2,18.9
169,2025-06-28,"Winnipeg, MB",17.8,32.9,25.3
170,2025-06-29,"Winnipeg, MB",15.9,27.6,21.8
171,2025-06-30,"Winnipeg, MB",16.0,28.0,22.0
111,2025-07-01,"Winnipeg, MB",14.7,28.9,21.8
112,2025-07-02,"Winnipeg, MB",M,M,M
113,2025-07-03,"Winnipeg, MB",13.5,32.2,22.9
114,2025-07-04,"Winnipeg, MB",19.8,32.7,26.3
115,2025-07-05,"Winnipeg, MB",13.8,26.3,20.1
116,2025-07-06,"Winnipeg, MB",10.5,22.4,16.4
117,2025-07-07,"Winnipeg, MB",9.9,19.9,14.9
118,2025-07-08,"Winnipeg, MB",9.4,27.0,18.2
119,2025-07-09,"Winnipeg, MB",13.4,28.9,21.2
120,2025-07-10,"Winnipeg, MB",21.3,30.4,25.8
121,2025-07-11,"Winnipeg, MB",12.8,22.8,17.8
122,2025-07-12,"Winnipeg, MB",12.3,26.9,19.6
123,2025-07-13,"Winnipeg, MB",15.5,27.9,21.7
124,2025-07-14,"Winnipeg, MB",12.0,22.6,17.3
125,2025-07-15,"Winnipeg, MB",12.2,20.7,16.5
126,2025-07-16,"Winnipeg, MB",7.5,21.7,14.6
127,2025-07-17,"Winnipeg, MB",5.2,23.4,14.3
128,2025-07-18,"Winnipeg, MB",11.0,24.7,17.9
129,2025-07-19,"Winnipeg, MB",9.7,25.2,17.4
130,2025-07-20,"Winnipeg, MB",11.1,23.4,17.2
131,2025-07-21,"Winnipeg, MB",16.8,28.2,22.5
132,2025-07-22,"Winnipeg, MB",14.8,22.8,18.8
133,2025-07-23,"Winnipeg, MB",12.9,25.2,19.1
134,2025-07-24,"Winnipeg, MB",14.8,26.2,20.5
135,2025-07-25,"Winnipeg, MB",14.7,31.5,23.1
136,2025-07-26,"Winnipeg, MB",17.4,31.4,24.4
137,2025-07-27,"Winnipeg, MB",16.2,24.5,20.4
138,2025-07-28,"Winnipeg, MB",12.2,24.0,18.1
139,2025-07-29,"Winnipeg, MB",12.9,24.3,18.6
140,2025-07-30,"Winnipeg, MB",8.4,23.9,16.2
141,2025-07-31,"Winnipeg, MB",10.7,25.3,18.0
80,2025-08-01,"Winnipeg, MB",9.8,26.7,18.3
81,2025-08-02,"Winnipeg, MB",15.1,26.7,20.9
82,2025-08-03,"Winnipeg, MB",13.3,28.0,20.7
83,2025-08-04,"Winnipeg, MB",16.2,26.7,21.5
84,2025-08-05,"Winnipeg, MB",17.7,27.5,22.6
85,2025-08-06,"Winnipeg, MB",17.1,27.1,22.1
86,2025-08-07,"Winnipeg, MB",14.4,28.3,21.4
87,2025-08-08,"Winnipeg, MB",18.3,24.9,21.6
88,2025-08-09,"Winnipeg, MB",15.2,24.7,20.0
89,2025-08-10,"Winnipeg, MB",15.0,24.2,19.6
90,2025-08-11,"Winnipeg, MB",15.9,23.3,19.6
91,2025-08-12,"Winnipeg, MB",12.6,20.2,16.4
92,2025-08-13,"Winnipeg, MB",8.1,22.4,15.3
93,2025-08-14,"Winnipeg, MB",13.6,28.6,21.1
94,2025-08-15,"Winnipeg, MB",11.6,21.3,16.4
95,2025-08-16,"Winnipeg, MB",10.9,21.2,16.1
96,2025-08-17,"Winnipeg, MB",13.7,19.2,16.5
97,2025-08-18,"Winnipeg, MB",16.2,20.9,18.6
98,2025-08-19,"Winnipeg, MB",16.5,26.0,21.3
99,2025-08-20,"Winnipeg, MB",15.7,28.1,21.9
100,2025-08-21,"Winnipeg, MB",14.8,25.7,20.2
101,2025-08-22,"Winnipeg, MB",11.7,20.5,16.1
102,2025-08-23,"Winnipeg, MB",10.1,18.7,14.4
103,2025-08-24,"Winnipeg, MB",6.0,18.8,12.4
104,2025-08-25,"Winnipeg, MB",5.5,18.9,12.2
105,2025-08-26,"Winnipeg, MB",10.6,27.9,19.3
106,2025-08-27,"Winnipeg, MB",14.1,26.3,20.2
107,2025-08-28,"Winnipeg, MB",10.8,26.9,18.9
108,2025-08-29,"Winnipeg, MB",13.2,29.4,21.3
109,2025-08-30,"Winnipeg, MB",14.7,30.5,22.6
110,2025-08-31,"Winnipeg, MB",14.4,29.4,21.9
50,2025-09-01,"Winnipeg, MB",15.6,27.5,21.5
51,2025-09-02,"Winnipeg, MB",6.8,17.1,12.0
52,2025-09-03,"Winnipeg, MB",2.1,13.9,8.0
53,2025-09-04,"Winnipeg, MB",0.4,9.0,4.7
54,2025-09-05,"Winnipeg, MB",4.6,16.1,10.4
55,2025-09-06,"Winnipeg, MB",3.1,15.0,9.0
56,2025-09-07,"Winnipeg, MB",0.7,19.3,10.0
57,2025-09-08,"Winnipeg, MB",8.3,23.5,15.9
58,2025-09-09,"Winnipeg, MB",7.2,26.2,16.7
59,2025-09-10,"Winnipeg, MB",8.4,27.1,17.8
60,2025-09-11,"Winnipeg, MB",14.7,19.8,17.3
61,2025-09-12,"Winnipeg, MB",15.4,26.7,21.1
62,2025-09-13,"Winnipeg, MB",13.6,25.6,19.6
63,2025-09-14,"Winnipeg, MB",17.9,26.0,21.9
64,2025-09-15,"Winnipeg, MB",18.6,28.3,23.5
65,2025-09-16,"Winnipeg, MB",14.3,25.1,19.7
66,2025-09-17,"Winnipeg, MB",11.4,20.3,15.9
67,2025-09-18,"Winnipeg, MB",M,M,M
68,2025-09-19,"Winnipeg, MB",14.6,17.1,15.9
69,2025-09-20,"Winnipeg, MB",15.0,17.3,16.1
70,2025-09-21,"Winnipeg, MB",12.3,19.1,15.7
71,2025-09-22,"Winnipeg, MB",11.3,26.2,18.8
72,2025-09-23,"Winnipeg, MB",10.1,21.3,15.7
73,2025-09-24,"Winnipeg, MB",8.8,26.5,17.7
74,2025-09-25,"Winnipeg, MB",5.4,19.7,12.5
75,2025-09-26,"Winnipeg, MB",5.3,24.1,14.7
76,2025-09-27,"Winnipeg, MB",7.4,23.9,15.7
77,2025-09-28,"Winnipeg, MB",7.6,27.5,17.6
78,2025-09-29,"Winnipeg, MB",11.1,24.6,17.9
79,2025-09-30,"Winnipeg, MB",14.8,30.4,22.6
19,2025-10-01,"Winnipeg, MB",16.9,26.7,21.8
20,2025-10-02,"Winnipeg, MB",11.9,27.1,19.5
21,2025-10-03,"Winnipeg, MB",13.4,27.1,20.2
22,2025-10-04,"Winnipeg, MB",11.8,19.4,15.6
23,2025-10-05,"Winnipeg, MB",4.0,13.9,9.0
24,2025-10-06,"Winnipeg, MB",1.7,11.2,6.4
25,2025-10-07,"Winnipeg, MB",-2.1,9.6,3.7
26,2025-10-08,"Winnipeg, MB",3.2,17.6,10.4
27,2025-10-09,"Winnipeg, MB",3.5,19.6,11.6
28,2025-10-10,"Winnipeg, MB",-0.2,17.4,8.6
29,2025-10-11,"Winnipeg, MB",6.5,19.8,13.1
30,2025-10-12,"Winnipeg, MB",5.7,17.6,11.6
31,2025-10-13,"Winnipeg, MB",-1.5,8.9,3.7
32,2025-10-14,"Winnipeg, MB",-2.9,6.5,1.8
33,2025-10-15,"Winnipeg, MB",5.0,12.8,8.9
34,2025-10-16,"Winnipeg, MB",9.3,11.3,10.3
35,2025-10-17,"Winnipeg, MB",7.9,12.7,10.3
36,2025-10-18,"Winnipeg, MB",3.3,11.8,7.5
37,2025-10-19,"Winnipeg, MB",1.1,10.8,6.0
38,2025-10-20,"Winnipeg, MB",4.6,7.9,6.3
39,2025-10-21,"Winnipeg, MB",2.7,7.4,5.1
40,2025-10-22,"Winnipeg, MB",-3.5,5.4,1.0
41,2025-10-23,"Winnipeg, MB",-5.0,9.3,2.1
42,2025-10-24,"Winnipeg, MB",0.3,12.0,6.2
43,2025-10-25,"Winnipeg, MB",1.5,15.4,8.5
44,2025-10-26,"Winnipeg, MB",9.5,16.6,13.1
45,2025-10-27,"Winnipeg, MB",7.9,14.0,11.0
46,2025-10-28,"Winnipeg, MB",-0.1,9.8,4.9
47,2025-10-29,"Winnipeg, MB",-2.1,8.6,3.2
48,2025-10-30,"Winnipeg, MB",3.1,6.5,4.8
49,2025-10-31,"Winnipeg, MB",0.8,5.6,3.2
1,2025-11-01,"Winnipeg, MB",-0.5,4.0,1.8
2,2025-11-02,"Winnipeg, MB",3.0,14.7,8.8
3,2025-11-03,"Winnipeg, MB",1.7,9.6,5.7
4,2025-11-04,"Winnipeg, MB",-3.3,7.9,2.3
5,2025-11-05,"Winnipeg, MB",-5.6,6.1,0.3
6,2025-11-06,"Winnipeg, MB",-4.9,5.0,0.0
7,2025-11-07,"Winnipeg, MB",-9.5,0.8,-4.4
8,2025-11-08,"Winnipeg, MB",-10.4,-3.4,-6.9
9,2025-11-09,"Winnipeg, MB",-6.6,-1.2,-3.9
10,2025-11-10,"Winnipeg, MB",-5.9,-0.8,-3.4
11,2025-11-11,"Winnipeg, MB",-1.2,8.0,3.4
12,2025-11-12,"Winnipeg, MB",-3.3,6.6,1.7
13,2025-11-13,"Winnipeg, MB",-5.9,7.8,1.0
14,2025-11-14,"Winnipeg, MB",1.2,10.4,5.8
15,2025-11-15,"Winnipeg, MB",-5.7,3.4,-1.2
16,2025-11-16,"Winnipeg, MB",-7.0,2.0,-2.5
17,2025-11-17,"Winnipeg, MB",-5.1,4.8,-0.1
18,2025-11-18,"Winnipeg, MB",-5.9,2.9,-1.5
